Date,Time,Acc. Corrected Meter Reading (Sm3),Acc. Uncorrected Meter Reading (m3),Consumption (Sm3),Consumption (m3),Pressure (kPa),Temperature (°C),Conversion Factor,Contractual Conversion Factor,Z Factor
03/10/2023,14,"2,138.88","5,619.91","1,255.62",257.0802,510.71,26.49,4.8842,5.0226,0
03/10/2023,15,"2,140.18","5,620.17","1,300.65",265.4382,511.19,25.82,4.9,5.0226,0
03/10/2023,16,"2,141.64","5,620.47","1,455.94",296.7521,510.72,25.24,4.9063,5.0226,0
03/10/2023,17,"2,142.94","5,620.73","1,295.82",263.6815,511.63,25.29,4.9143,5.0226,0
03/10/2023,18,"2,144.10","5,620.97","1,167.68",237.5922,512.08,25.53,4.9147,5.0226,0
03/10/2023,19,"2,145.26","5,621.20","1,161.97",235.8213,512.44,24.99,4.9273,5.0226,0
03/10/2023,20,"2,146.38","5,621.43","1,117.91",226.5242,512.62,24.51,4.935,5.0226,0
03/10/2023,21,"2,147.63","5,621.68","1,243.82",251.6797,512.58,24.15,4.9421,5.0226,0
03/10/2023,22,"2,148.65","5,621.89","1,019.49",205.9322,513.51,24.14,4.9506,5.0226,0
03/10/2023,23,"2,149.81","5,622.12","1,167.67",236.0957,512.84,24.08,4.9457,5.0226,0
04/10/2023,0,"2,150.86","5,622.34","1,043.83",210.7428,513.25,23.85,4.9531,5.0226,0
04/10/2023,1,"2,152.06","5,622.58","1,201.34",242.5961,512.92,23.67,4.952,5.0226,0
04/10/2023,2,"2,153.08","5,622.78","1,024.40",206.5453,513.61,23.7,4.9597,5.0226,0
04/10/2023,3,"2,154.02","5,622.97",933.7759,188.4101,513.41,23.68,4.9561,5.0226,0
04/10/2023,4,"2,155.10","5,623.19","1,085.76",218.946,513.05,23.49,4.959,5.0226,0
04/10/2023,5,"2,156.24","5,623.42","1,136.35",229.3168,512.65,23.46,4.9554,5.0226,0
04/10/2023,6,"2,157.27","5,623.63","1,026.41",207.158,513.09,23.52,4.9547,5.0226,0
04/10/2023,7,"2,158.49","5,623.88","1,221.74",246.5947,512.56,23.44,4.9545,5.0226,0
04/10/2023,8,"2,159.57","5,624.09","1,087.01",219.161,513.05,23.38,4.9599,5.0226,0
04/10/2023,9,"2,160.78","5,624.34","1,208.83",244.1527,512.37,23.58,4.9511,5.0226,0
04/10/2023,10,"2,161.76","5,624.54",978.5074,197.7629,513.33,24.18,4.9479,5.0226,0
04/10/2023,11,"2,162.99","5,624.79","1,232.39",250.3327,511.96,24.9,4.923,5.0226,0
04/10/2023,12,"2,164.31","5,625.06","1,318.95",269.2331,510.67,25.63,4.8989,5.0226,0
04/10/2023,13,"2,165.52","5,625.30","1,208.47",247.1887,510.93,26.38,4.8888,5.0226,0
04/10/2023,14,"2,166.61","5,625.53","1,087.34",222.5839,511.37,26.83,4.8851,5.0226,0
04/10/2023,15,"2,167.85","5,625.78","1,238.85",254.137,510.66,27.04,4.8747,5.0226,0
04/10/2023,16,"2,169.27","5,626.07","1,427.28",292.946,509.88,26.79,4.8722,5.0226,0
04/10/2023,17,"2,170.70","5,626.37","1,428.29",292.8869,510.22,26.71,4.8766,5.0226,0
04/10/2023,18,"2,171.96","5,626.62","1,252.84",256.4017,511.37,26.75,4.8862,5.0226,0
04/10/2023,19,"2,173.22","5,626.88","1,267.41",258.5491,511.61,25.98,4.902,5.0226,0
04/10/2023,20,"2,174.13","5,627.06",903.422,183.6773,512.95,25.58,4.9185,5.0226,0
04/10/2023,21,"2,175.58","5,627.36","1,454.42",295.8216,511.23,24.9,4.9165,5.0226,0
04/10/2023,22,"2,176.76","5,627.60","1,179.95",239.4457,512.48,24.81,4.9278,5.0226,0
04/10/2023,23,"2,177.99","5,627.85","1,232.23",249.7424,512.47,24.59,4.934,5.0226,0
05/10/2023,0,"2,179.08","5,628.07","1,088.63",220.3057,513.18,24.4,4.9415,5.0226,0
05/10/2023,1,"2,180.16","5,628.29","1,074.07",217.1396,513.37,24.2,4.9464,5.0226,0
05/10/2023,2,"2,181.41","5,628.54","1,255.95",253.9063,512.6,23.82,4.9465,5.0226,0
05/10/2023,3,"2,182.54","5,628.77","1,128.50",227.6165,513.4,23.74,4.9579,5.0226,0
05/10/2023,4,"2,183.64","5,628.99","1,102.24",222.4055,513.29,23.65,4.956,5.0226,0
05/10/2023,5,"2,184.91","5,629.25","1,267.06",255.9725,512.35,23.61,4.95,5.0226,0
05/10/2023,6,"2,186.17","5,629.50","1,262.66",254.9605,512.7,23.56,4.9524,5.0226,0
05/10/2023,7,"2,187.36","5,629.74","1,183.06",238.8771,512.99,23.58,4.9526,5.0226,0
05/10/2023,8,"2,188.36","5,629.94","1,006.51",203.045,513.32,23.59,4.9571,5.0226,0
05/10/2023,9,"2,189.66","5,630.21","1,297.49",262.4527,512.41,23.93,4.9437,5.0226,0
05/10/2023,10,"2,190.86","5,630.45","1,197.96",242.9351,512.26,24.45,4.9312,5.0226,0
05/10/2023,11,"2,192.19","5,630.72","1,335.25",271.7128,511.26,25.05,4.9142,5.0226,0
05/10/2023,12,"2,193.63","5,631.01","1,440.00",294.4825,510.04,25.79,4.8899,5.0226,0
05/10/2023,13,"2,195.06","5,631.31","1,430.45",293.1019,510.01,26.37,4.8804,5.0226,0
05/10/2023,14,"2,196.53","5,631.61","1,468.90",301.4715,509.73,26.66,4.8724,5.0226,0
05/10/2023,15,"2,197.81","5,631.87","1,276.17",262.3301,510.44,27.52,4.8648,5.0226,0
05/10/2023,16,"2,199.15","5,632.15","1,338.71",275.1581,510.45,27.5,4.8652,5.0226,0
05/10/2023,17,"2,200.61","5,632.45","1,463.31",300.1395,510.3,26.82,4.8754,5.0226,0
05/10/2023,18,"2,201.93","5,632.72","1,322.73",270.8182,511.17,26.79,4.8842,5.0226,0
05/10/2023,19,"2,203.13","5,632.96","1,199.27",244.4567,512.25,26.04,4.9059,5.0226,0
05/10/2023,20,"2,203.95","5,633.13",816.0966,166.1343,512.84,25.85,4.9123,5.0226,0
05/10/2023,21,"2,204.96","5,633.33","1,014.34",206.0398,512.62,25.2,4.923,5.0226,0
05/10/2023,22,"2,206.26","5,633.60","1,292.74",262.8845,511.31,24.85,4.9175,5.0226,0
05/10/2023,23,"2,207.30","5,633.81","1,044.78",211.7585,512.98,24.74,4.9338,5.0226,0
06/10/2023,0,"2,208.41","5,634.03","1,105.04",224.0082,512.56,24.64,4.933,5.0226,0
06/10/2023,1,"2,209.57","5,634.27","1,165.21",236.2901,512.24,24.57,4.9313,5.0226,0
06/10/2023,2,"2,210.55","5,634.47",982.9035,198.9675,513.12,24.43,4.94,5.0226,0
06/10/2023,3,"2,211.65","5,634.69","1,094.22",221.6863,512.51,24.43,4.9359,5.0226,0
06/10/2023,4,"2,212.89","5,634.94","1,237.36",250.7582,512.01,24.31,4.9345,5.0226,0
06/10/2023,5,"2,213.91","5,635.15","1,022.94",206.8346,513.15,24.21,4.9457,5.0226,0
06/10/2023,6,"2,215.08","5,635.38","1,170.99",237.1092,512.54,24.2,4.9386,5.0226,0
06/10/2023,7,"2,216.13","5,635.60","1,049.82",212.1963,512.92,23.95,4.9474,5.0226,0
06/10/2023,8,"2,216.93","5,635.76",800.0399,161.3574,514.01,23.88,4.9582,5.0226,0
06/10/2023,9,"2,218.19","5,636.01","1,262.64",255.4084,512.31,23.96,4.9436,5.0226,0
06/10/2023,10,"2,219.46","5,636.27","1,271.03",257.65,512.21,24.4,4.9332,5.0226,0
06/10/2023,11,"2,220.84","5,636.55","1,374.21",279.6521,511.25,25.01,4.914,5.0226,0
06/10/2023,12,"2,222.15","5,636.82","1,315.55",268.6346,510.82,25.83,4.8972,5.0226,0
06/10/2023,13,"2,223.32","5,637.06","1,172.07",240.2906,510.74,26.94,4.8777,5.0226,0
06/10/2023,14,"2,224.45","5,637.29","1,127.13",230.9422,511.21,27.05,4.8806,5.0226,0
06/10/2023,15,"2,225.66","5,637.54","1,204.36",247.3241,510.63,27.27,4.8696,5.0226,0
06/10/2023,16,"2,226.87","5,637.79","1,217.95",249.7338,510.82,26.99,4.877,5.0226,0
06/10/2023,17,"2,228.28","5,638.08","1,408.97",288.8408,510.08,26.54,4.878,5.0226,0
06/10/2023,18,"2,229.43","5,638.31","1,148.26",234.5932,511.68,26.47,4.8947,5.0226,0
06/10/2023,19,"2,230.51","5,638.53","1,082.48",220.6997,512.13,26.1,4.9048,5.0226,0
06/10/2023,20,"2,231.30","5,638.69",782.4963,159.1696,513.06,25.83,4.9161,5.0226,0
06/10/2023,21,"2,232.22","5,638.88",926.1956,188.6774,512.39,25.76,4.9089,5.0226,0
06/10/2023,22,"2,233.17","5,639.07",951.2022,193.3407,512.61,25.38,4.9198,5.0226,0
06/10/2023,23,"2,234.15","5,639.27",977.5049,198.3977,512.65,25.09,4.927,5.0226,0
07/10/2023,0,"2,235.24","5,639.49","1,089.54",221.653,511.84,25,4.9155,5.0226,0
07/10/2023,1,"2,236.25","5,639.70","1,010.84",204.7,513.18,24.66,4.9382,5.0226,0
07/10/2023,2,"2,237.22","5,639.90",972.98,196.7977,513.29,24.36,4.9441,5.0226,0
07/10/2023,3,"2,238.18","5,640.09",957.085,193.5834,513.07,24.23,4.944,5.0226,0
07/10/2023,4,"2,239.25","5,640.30","1,071.02",216.5153,512.7,23.98,4.9466,5.0226,0
07/10/2023,5,"2,240.28","5,640.51","1,025.80",207.503,512.74,24.07,4.9436,5.0226,0
07/10/2023,6,"2,241.60","5,640.78","1,325.39",268.306,511.83,23.86,4.9398,5.0226,0
07/10/2023,7,"2,242.87","5,641.04","1,269.96",256.6589,512.42,23.71,4.9481,5.0226,0
07/10/2023,8,"2,243.96","5,641.26","1,086.22",219.0361,513.41,23.67,4.9591,5.0226,0
07/10/2023,9,"2,245.20","5,641.51","1,244.67",251.7036,512.43,23.93,4.945,5.0226,0
07/10/2023,10,"2,246.50","5,641.77","1,293.42",262.4082,511.81,24.52,4.929,5.0226,0
07/10/2023,11,"2,247.66","5,642.01","1,163.15",236.8707,511.56,25.3,4.9105,5.0226,0
07/10/2023,12,"2,248.81","5,642.24","1,146.94",234.3536,511.03,26.14,4.8941,5.0226,0
07/10/2023,13,"2,249.93","5,642.47","1,127.00",231.1247,510.66,26.97,4.8762,5.0226,0
07/10/2023,14,"2,251.08","5,642.71","1,148.99",236.2493,510.55,27.53,4.8635,5.0226,0
07/10/2023,15,"2,252.28","5,642.96","1,195.52",246.192,510.19,27.82,4.856,5.0226,0
07/10/2023,16,"2,253.46","5,643.20","1,184.48",243.426,510.74,27.64,4.8659,5.0226,0
07/10/2023,17,"2,254.87","5,643.49","1,405.07",288.9937,509.68,27.28,4.8619,5.0226,0
07/10/2023,18,"2,256.11","5,643.74","1,239.41",253.9983,511.08,27,4.8796,5.0226,0
07/10/2023,19,"2,257.19","5,643.96","1,077.34",220.0242,511.95,26.35,4.8965,5.0226,0
07/10/2023,20,"2,257.88","5,644.10",689.5661,140.6812,512.74,26.24,4.9016,5.0226,0
07/10/2023,21,"2,258.86","5,644.30",983.6669,200.1357,512.25,25.36,4.915,5.0226,0
07/10/2023,22,"2,259.91","5,644.52","1,048.93",212.8318,512.77,25.03,4.9285,5.0226,0
07/10/2023,23,"2,260.89","5,644.71",978.9756,198.345,513.19,24.85,4.9357,5.0226,0
08/10/2023,0,"2,261.72","5,644.88",831.2496,168.4148,513.3,24.67,4.9357,5.0226,0
08/10/2023,1,"2,262.81","5,645.10","1,091.60",220.8829,512.98,24.33,4.942,5.0226,0
08/10/2023,2,"2,264.08","5,645.36","1,269.36",257.1382,511.95,24.11,4.9365,5.0226,0
08/10/2023,3,"2,265.16","5,645.58","1,081.72",218.7718,512.82,24.04,4.9445,5.0226,0
08/10/2023,4,"2,266.06","5,645.76",897.9124,181.2978,513.54,23.94,4.9527,5.0226,0
08/10/2023,5,"2,267.17","5,645.98","1,112.80",224.7103,512.97,23.79,4.9521,5.0226,0
08/10/2023,6,"2,268.21","5,646.20","1,042.37",210.4672,513.36,23.72,4.9527,5.0226,0
08/10/2023,7,"2,269.41","5,646.44","1,194.46",241.1429,512.73,23.53,4.9533,5.0226,0
08/10/2023,8,"2,270.26","5,646.61",847.4907,170.7509,513.98,23.54,4.9633,5.0226,0
08/10/2023,9,"2,271.29","5,646.82","1,038.67",209.7846,513.23,23.83,4.9511,5.0226,0
08/10/2023,10,"2,272.25","5,647.01",959.0575,194.0795,513.4,24.47,4.9416,5.0226,0
08/10/2023,11,"2,273.39","5,647.24","1,133.16",230.3179,512.17,25.12,4.92,5.0226,0
08/10/2023,12,"2,274.38","5,647.44",995.6046,203.4218,511.62,26.3,4.8943,5.0226,0
08/10/2023,13,"2,275.79","5,647.73","1,409.82",289.1833,510.02,26.66,4.8752,5.0226,0
08/10/2023,14,"2,276.79","5,647.94","1,001.30",205.6323,511.52,27.69,4.8694,5.0226,0
08/10/2023,15,"2,277.98","5,648.18","1,186.89",244.3471,510.58,28.01,4.8574,5.0226,0
08/10/2023,16,"2,279.15","5,648.42","1,170.70",239.4633,511.78,26.66,4.8888,5.0226,0
08/10/2023,17,"2,280.28","5,648.65","1,126.03",230.4862,511.71,26.98,4.8855,5.0226,0
08/10/2023,18,"2,281.41","5,648.89","1,131.14",231.3053,511.76,26.72,4.8903,5.0226,0
08/10/2023,19,"2,282.64","5,649.14","1,228.05",250.5727,511.73,25.96,4.901,5.0226,0
08/10/2023,20,"2,283.52","5,649.32",888.3883,180.383,513.29,25.5,4.925,5.0226,0
08/10/2023,21,"2,284.50","5,649.51",971.3391,197.3461,512.45,25.19,4.922,5.0226,0
08/10/2023,22,"2,285.55","5,649.73","1,053.81",213.9582,512.46,24.92,4.9253,5.0226,0
08/10/2023,23,"2,286.74","5,649.97","1,186.76",240.4603,512.56,24.59,4.9354,5.0226,0
09/10/2023,0,"2,287.79","5,650.18","1,048.60",211.9993,513.5,24.35,4.9463,5.0226,0
09/10/2023,1,"2,288.71","5,650.37",923.0331,186.5278,513.67,24.25,4.9485,5.0226,0
09/10/2023,2,"2,289.95","5,650.62","1,239.41",250.8946,512.29,24.08,4.94,5.0226,0
09/10/2023,3,"2,291.19","5,650.87","1,241.27",250.8688,512.78,23.93,4.9479,5.0226,0
09/10/2023,4,"2,292.53","5,651.14","1,341.62",271.1808,512.45,23.77,4.9473,5.0226,0
09/10/2023,5,"2,293.65","5,651.36","1,115.25",225.0538,513.37,23.79,4.9555,5.0226,0
09/10/2023,6,"2,294.75","5,651.59","1,107.38",223.563,513.34,23.98,4.9533,5.0226,0
09/10/2023,7,"2,296.09","5,651.86","1,341.65",271.235,512.26,23.74,4.9464,5.0226,0
09/10/2023,8,"2,296.90","5,652.02",809.9116,163.2909,513.98,23.72,4.9599,5.0226,0
09/10/2023,9,"2,297.95","5,652.23","1,043.00",210.7484,513.15,24.01,4.949,5.0226,0
09/10/2023,10,"2,299.26","5,652.50","1,311.50",266.1429,511.64,24.49,4.9278,5.0226,0
09/10/2023,11,"2,300.41","5,652.73","1,151.22",234.087,512.03,25.3,4.9179,5.0226,0
09/10/2023,12,"2,301.65","5,652.99","1,235.71",252.5616,510.72,26.04,4.8927,5.0226,0
09/10/2023,13,"2,302.75","5,653.21","1,100.80",225.3537,511.29,26.82,4.8848,5.0226,0
09/10/2023,14,"2,303.77","5,653.42","1,025.99",210.5809,511.2,27.4,4.8722,5.0226,0
09/10/2023,15,"2,305.03","5,653.68","1,260.06",258.8941,510.42,27.34,4.8671,5.0226,0
09/10/2023,16,"2,306.26","5,653.93","1,231.20",250.8124,511.84,25.74,4.9089,5.0226,0
09/10/2023,17,"2,307.47","5,654.18","1,205.68",244.6529,512.39,24.9,4.9281,5.0226,0
09/10/2023,18,"2,308.65","5,654.42","1,184.08",240.1549,512.36,24.76,4.9305,5.0226,0
09/10/2023,19,"2,309.57","5,654.60",918.1281,186.2388,513.02,24.98,4.9298,5.0226,0
09/10/2023,20,"2,310.44","5,654.78",870.7006,176.535,513,24.86,4.9322,5.0226,0
09/10/2023,21,"2,311.55","5,655.00","1,104.55",224.1275,512.01,24.57,4.9282,5.0226,0
09/10/2023,22,"2,312.90","5,655.28","1,348.21",273.6583,511.41,24.42,4.9266,5.0226,0
09/10/2023,23,"2,314.27","5,655.56","1,372.31",278.5175,511.74,24.54,4.9272,5.0226,0
10/10/2023,0,"2,315.33","5,655.77","1,059.02",214.4554,513.04,24.54,4.9382,5.0226,0
10/10/2023,1,"2,316.49","5,656.01","1,166.00",236.0359,512.77,24.41,4.9399,5.0226,0
10/10/2023,2,"2,317.51","5,656.21","1,022.03",206.8974,513.1,24.42,4.9398,5.0226,0
10/10/2023,3,"2,318.64","5,656.44","1,129.67",228.8345,512.49,24.27,4.9366,5.0226,0
10/10/2023,4,"2,319.98","5,656.71","1,332.34",270.2657,511.42,24.25,4.9297,5.0226,0
10/10/2023,5,"2,321.04","5,656.93","1,065.57",215.5298,513.07,24.25,4.9439,5.0226,0
10/10/2023,6,"2,322.23","5,657.17","1,184.66",239.6505,512.51,24.02,4.9433,5.0226,0
10/10/2023,7,"2,323.53","5,657.43","1,304.94",263.8169,512.37,23.8,4.9464,5.0226,0
10/10/2023,8,"2,324.44","5,657.61",905.7703,182.463,514.08,23.72,4.9641,5.0226,0
10/10/2023,9,"2,325.61","5,657.85","1,167.28",236.1136,511.95,23.76,4.9437,5.0226,0
10/10/2023,10,"2,326.86","5,658.10","1,251.57",253.8898,511.73,24.4,4.9296,5.0226,0
10/10/2023,11,"2,327.96","5,658.33","1,098.50",223.2818,512.35,25.24,4.9198,5.0226,0
10/10/2023,12,"2,329.06","5,658.55","1,109.67",226.3182,511.63,25.95,4.9031,5.0226,0
10/10/2023,13,"2,330.23","5,658.79","1,167.49",239.1073,510.72,26.63,4.8827,5.0226,0
10/10/2023,14,"2,331.50","5,659.05","1,271.26",260.6467,510.16,26.59,4.8773,5.0226,0
10/10/2023,15,"2,332.54","5,659.27","1,035.50",212.5181,511.24,27.55,4.8725,5.0226,0
10/10/2023,16,"2,333.79","5,659.52","1,253.48",257.5722,510.13,27.25,4.8665,5.0226,0
10/10/2023,17,"2,335.02","5,659.77","1,230.56",251.2199,511.36,26.02,4.8983,5.0226,0
10/10/2023,18,"2,336.20","5,660.01","1,178.80",238.166,512.71,23.78,4.9495,5.0226,0
10/10/2023,19,"2,337.08","5,660.19",874.6505,176.6965,513.14,23.77,4.95,5.0226,0
10/10/2023,20,"2,337.90","5,660.35",818.914,165.0924,513.59,23.67,4.9603,5.0226,0
10/10/2023,21,"2,338.96","5,660.57","1,061.01",214.1387,512.83,23.55,4.9548,5.0226,0
10/10/2023,22,"2,340.15","5,660.81","1,192.31",240.8883,512.17,23.54,4.9496,5.0226,0
10/10/2023,23,"2,341.24","5,661.03","1,092.39",220.2219,513.29,23.45,4.9604,5.0226,0
11/10/2023,0,"2,342.34","5,661.25","1,103.73",222.6837,513.16,23.48,4.9565,5.0226,0
11/10/2023,1,"2,343.44","5,661.47","1,094.49",220.5098,513.46,23.42,4.9634,5.0226,0
11/10/2023,2,"2,344.34","5,661.65",901.4797,181.5718,513.6,23.32,4.9649,5.0226,0
11/10/2023,3,"2,345.65","5,661.92","1,313.82",265.4554,511.75,23.31,4.9493,5.0226,0
11/10/2023,4,"2,346.84","5,662.16","1,183.10",238.8236,512.5,23.41,4.9539,5.0226,0
11/10/2023,5,"2,348.24","5,662.44","1,397.86",282.53,511.58,23.3,4.9477,5.0226,0
11/10/2023,6,"2,349.35","5,662.67","1,113.33",224.2037,513.21,23.2,4.9657,5.0226,0
11/10/2023,7,"2,350.26","5,662.85",906.4493,182.5434,513.59,23.15,4.9657,5.0226,0
11/10/2023,8,"2,351.07","5,663.01",811.717,163.3492,513.69,23.07,4.9692,5.0226,0
11/10/2023,9,"2,351.89","5,663.18",817.8539,165.1582,513.06,23.56,4.9519,5.0226,0
11/10/2023,10,"2,353.13","5,663.43","1,244.27",252.3788,511.14,24.08,4.9302,5.0226,0
11/10/2023,11,"2,354.39","5,663.69","1,262.15",256.5961,511.13,24.73,4.9188,5.0226,0
11/10/2023,12,"2,355.64","5,663.94","1,250.57",254.8177,510.91,25.26,4.9077,5.0226,0
11/10/2023,13,"2,356.80","5,664.18","1,159.90",236.7746,510.91,25.8,4.8987,5.0226,0
11/10/2023,14,"2,357.85","5,664.39","1,052.50",215.5265,510.84,26.58,4.8834,5.0226,0
11/10/2023,15,"2,358.97","5,664.62","1,120.59",229.0984,510.71,26.09,4.8913,5.0226,0
11/10/2023,16,"2,360.27","5,664.89","1,294.66",265.3799,509.69,26.08,4.8785,5.0226,0
11/10/2023,17,"2,361.52","5,665.14","1,250.08",256.5995,510.01,26.84,4.8717,5.0226,0
11/10/2023,18,"2,362.94","5,665.44","1,423.43",291.9964,509.72,26.5,4.8748,5.0226,0
11/10/2023,19,"2,364.00","5,665.65","1,053.78",214.6849,512.22,25.87,4.9085,5.0226,0
11/10/2023,20,"2,364.89","5,665.83",891.3457,181.4705,512.2,25.53,4.9118,5.0226,0
11/10/2023,21,"2,365.82","5,666.02",936.2997,189.7975,512.9,24.72,4.9332,5.0226,0
11/10/2023,22,"2,366.82","5,666.22",996.7407,201.7829,512.71,24.25,4.9397,5.0226,0
11/10/2023,23,"2,368.02","5,666.47","1,200.30",242.7605,512.56,24.03,4.9444,5.0226,0
12/10/2023,0,"2,369.20","5,666.70","1,177.60",238.0621,512.57,23.92,4.9466,5.0226,0
12/10/2023,1,"2,370.27","5,666.92","1,066.96",215.8386,512.72,24.07,4.9433,5.0226,0
12/10/2023,2,"2,371.38","5,667.14","1,109.22",224.3237,512.61,23.86,4.9447,5.0226,0
12/10/2023,3,"2,372.58","5,667.39","1,208.96",244.0615,512.73,23.62,4.9535,5.0226,0
12/10/2023,4,"2,373.83","5,667.64","1,247.04",251.9388,512.39,23.58,4.9498,5.0226,0
12/10/2023,5,"2,374.96","5,667.87","1,130.76",228.0128,513.03,23.41,4.9592,5.0226,0
12/10/2023,6,"2,376.24","5,668.13","1,279.70",258.2926,512.24,23.28,4.9545,5.0226,0
12/10/2023,7,"2,377.37","5,668.35","1,130.69",227.707,513.32,23.22,4.9656,5.0226,0
12/10/2023,8,"2,378.52","5,668.59","1,149.89",231.8604,512.79,23.27,4.9594,5.0226,0
12/10/2023,9,"2,379.73","5,668.83","1,211.94",244.823,512.63,23.71,4.9503,5.0226,0
12/10/2023,10,"2,380.68","5,669.02",942.5215,190.7459,512.93,24.35,4.9412,5.0226,0
12/10/2023,11,"2,381.71","5,669.23","1,031.09",209.5248,512.11,25.08,4.9211,5.0226,0
12/10/2023,12,"2,382.95","5,669.49","1,244.24",254.3306,510.37,25.82,4.8922,5.0226,0
12/10/2023,13,"2,384.05","5,669.71","1,099.26",225.0086,510.71,26.39,4.8854,5.0226,0
12/10/2023,14,"2,385.02","5,669.91",972.6255,199.8763,511,27.68,4.8661,5.0226,0
12/10/2023,15,"2,385.94","5,670.10",912.93,188.2752,510.83,28.52,4.8489,5.0226,0
12/10/2023,16,"2,387.02","5,670.32","1,084.73",223.5723,510.68,28.35,4.8518,5.0226,0
12/10/2023,17,"2,388.20","5,670.56","1,180.55",242.8544,510.66,27.85,4.8612,5.0226,0
12/10/2023,18,"2,389.55","5,670.84","1,349.90",277.0554,510.53,27.11,4.8723,5.0226,0
12/10/2023,19,"2,390.77","5,671.09","1,220.80",249.3394,511.78,26.25,4.8962,5.0226,0
12/10/2023,20,"2,391.81","5,671.30","1,033.74",210.1199,512.93,25.7,4.9198,5.0226,0
12/10/2023,21,"2,392.89","5,671.52","1,081.04",219.4888,512.6,25.14,4.9252,5.0226,0
12/10/2023,22,"2,393.92","5,671.73","1,034.49",209.5401,513.05,24.78,4.9369,5.0226,0
12/10/2023,23,"2,394.84","5,671.92",916.9911,185.2433,513.84,24.46,4.9502,5.0226,0
13/10/2023,0,"2,396.07","5,672.16","1,226.35",248.0101,512.44,23.96,4.9448,5.0226,0
13/10/2023,1,"2,397.19","5,672.39","1,129.14",227.9351,513.04,23.8,4.9538,5.0226,0
13/10/2023,2,"2,398.37","5,672.63","1,178.10",237.9552,512.73,23.78,4.9509,5.0226,0
13/10/2023,3,"2,399.56","5,672.87","1,187.95",240.1096,512.51,23.77,4.9475,5.0226,0
13/10/2023,4,"2,400.83","5,673.13","1,268.70",256.5811,512.14,23.81,4.9446,5.0226,0
13/10/2023,5,"2,402.20","5,673.40","1,370.36",277.2296,511.67,23.62,4.943,5.0226,0
13/10/2023,6,"2,403.41","5,673.65","1,213.21",244.8653,512.92,23.5,4.9546,5.0226,0
13/10/2023,7,"2,404.48","5,673.86","1,063.88",214.4068,513.5,23.37,4.962,5.0226,0
13/10/2023,8,"2,405.39","5,674.05",916.0217,184.7278,513.7,23.51,4.9588,5.0226,0
13/10/2023,9,"2,406.19","5,674.21",795.1359,160.4598,513.79,23.8,4.9554,5.0226,0
13/10/2023,10,"2,407.24","5,674.42","1,056.72",214.2315,512.19,24.41,4.9326,5.0226,0
13/10/2023,11,"2,408.33","5,674.64","1,085.31",220.9524,511.63,25.23,4.9119,5.0226,0
13/10/2023,12,"2,409.39","5,674.86","1,061.11",216.9568,511.13,26.26,4.8909,5.0226,0
13/10/2023,13,"2,410.45","5,675.08","1,059.22",217.2188,511.02,27.07,4.8763,5.0226,0
13/10/2023,14,"2,411.61","5,675.31","1,154.99",237.2755,510.81,27.46,4.8677,5.0226,0
13/10/2023,15,"2,412.72","5,675.54","1,113.45",228.7553,511.09,27.75,4.8674,5.0226,0
13/10/2023,16,"2,413.91","5,675.79","1,193.77",245.4264,510.72,27.72,4.8641,5.0226,0
13/10/2023,17,"2,415.11","5,676.03","1,196.19",245.7449,510.93,27.54,4.8676,5.0226,0
13/10/2023,18,"2,416.29","5,676.28","1,182.55",242.6439,511.12,27.37,4.8736,5.0226,0
13/10/2023,19,"2,417.43","5,676.51","1,136.04",231.6862,512.37,26.27,4.9033,5.0226,0
13/10/2023,20,"2,418.26","5,676.68",828.2448,168.3269,513.54,25.8,4.9205,5.0226,0
13/10/2023,21,"2,419.31","5,676.89","1,055.58",214.6449,512.41,25.39,4.9178,5.0226,0
13/10/2023,22,"2,420.46","5,677.13","1,152.41",234.2859,512.06,25.25,4.9188,5.0226,0
13/10/2023,23,"2,421.27","5,677.29",807.4222,163.5585,513.62,24.94,4.9366,5.0226,0
14/10/2023,0,"2,422.35","5,677.51","1,074.41",217.7568,512.62,24.53,4.934,5.0226,0
14/10/2023,1,"2,423.37","5,677.71","1,022.62",206.8645,513.01,24.3,4.9434,5.0226,0
14/10/2023,2,"2,424.46","5,677.94","1,096.46",221.5076,512.97,23.95,4.95,5.0226,0
14/10/2023,3,"2,425.33","5,678.11",864.0241,174.3738,513.47,23.87,4.955,5.0226,0
14/10/2023,4,"2,426.38","5,678.32","1,055.17",213.4135,512.19,23.83,4.9442,5.0226,0
14/10/2023,5,"2,427.56","5,678.56","1,181.07",238.8924,511.77,23.63,4.9439,5.0226,0
14/10/2023,6,"2,428.73","5,678.80","1,167.06",235.7487,512.27,23.5,4.9505,5.0226,0
14/10/2023,7,"2,429.79","5,679.01","1,059.42",213.7645,513.07,23.5,4.956,5.0226,0
14/10/2023,8,"2,430.48","5,679.15",683.9633,137.6819,514.09,23.49,4.9677,5.0226,0
14/10/2023,9,"2,431.56","5,679.37","1,089.68",219.9898,512.7,23.51,4.9533,5.0226,0
14/10/2023,10,"2,432.45","5,679.55",884.7016,178.8386,513.18,24.06,4.9469,5.0226,0
14/10/2023,11,"2,433.29","5,679.72",842.5681,171.0945,512.54,24.97,4.9246,5.0226,0
14/10/2023,12,"2,434.29","5,679.92",994.1639,203.2012,511.26,26.15,4.8925,5.0226,0
14/10/2023,13,"2,435.36","5,680.14","1,072.77",219.9034,511.05,26.97,4.8784,5.0226,0
